Symbol	Entrez	Name	Organism	HugoSymbol	Signature	logFC	adj.P.Val	CoreEnrichment
UGDH	7358	UDP-glucose 6-dehydrogenase	human	UGDH	TIS up	1.044094	0.0003049902	
OAS2	4939	2'-5'-oligoadenylate synthetase 2	human	OAS2	TIS up	1.043896	0.0002861111	
CYTIP	9595	cytohesin 1 interacting protein	human	CYTIP	TIS down	-1.042371	0.0001245964	
CLCN7	1186	chloride voltage-gated channel 7	human	CLCN7	TIS up	1.040869	0.000000004219715	
PTGIS	5740	prostaglandin I2 synthase	human	PTGIS	TIS up	1.040192	0.0004710493	
ARHGAP11A	9824	Rho GTPase activating protein 11A	human	ARHGAP11A	TIS down	-1.039661	0.000000001632023	
SAMD4A	23034	sterile alpha motif domain containing 4A	human	SAMD4A	TIS up	1.03956	0.001047674	
MCM6	4175	minichromosome maintenance complex component 6	human	MCM6	TIS down	-1.038783	0.000000001673951	
MAGED1	9500	MAGE family member D1	human	MAGED1	TIS up	1.038517	0.002419985	
CORO1B	57175	coronin 1B	human	CORO1B	TIS up	1.038185	0.000001556824	
CEBPB	1051	CCAAT enhancer binding protein beta	human	CEBPB	TIS up	1.037782	0.0001431458	
IL1A	3552	interleukin 1 alpha	human	IL1A	TIS up	1.036937	0.005563419	
TOPBP1	11073	DNA topoisomerase II binding protein 1	human	TOPBP1	TIS down	-1.034713	0.0000000003409568	
CPSF2	53981	cleavage and polyadenylation specific factor 2	human	CPSF2	TIS down	-1.031036	0.0002119315	
HAUS1	115106	HAUS augmin like complex subunit 1	human	HAUS1	TIS down	-1.030093	0.00000000000002544439	
LST1	7940	leukocyte specific transcript 1	human	LST1	TIS up	1.028433	0.004124212	
GLA	2717	galactosidase alpha	human	GLA	TIS up	1.026996	0.00001483046	
PBXIP1	57326	PBX homeobox interacting protein 1	human	PBXIP1	TIS up	1.026674	0.0001646162	
RUNX2	860	runt related transcription factor 2	human	RUNX2	TIS up	1.025389	0.007011207	
ETS2	2114	ETS proto-oncogene 2, transcription factor	human	ETS2	TIS up	1.024315	0.0001058399	
EMP2	2013	epithelial membrane protein 2	human	EMP2	TIS up	1.024252	0.00122072	
PRR11	55771	proline rich 11	human	PRR11	TIS down	-1.0237	0.0000001008266	
B3GALNT1	8706	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	human	B3GALNT1	TIS up	1.022247	0.005094241	
EZH2	2146	enhancer of zeste 2 polycomb repressive complex 2 subunit	human	EZH2	TIS down	-1.02109	0.0000005057069	
ALDH3A1	218	aldehyde dehydrogenase 3 family member A1	human	ALDH3A1	TIS up	1.0203	0.002029518	
CAPN2	824	calpain 2	human	CAPN2	TIS up	1.020282	0.005080436	
KCNK5	8645	potassium two pore domain channel subfamily K member 5	human	KCNK5	TIS down	-1.020238	0.0000003589022	
SLC4A2	6522	solute carrier family 4 member 2	human	SLC4A2	TIS up	1.019396	0.00000001066671	
COL8A1	1295	collagen type VIII alpha 1 chain	human	COL8A1	TIS up	1.018084	0.000455194	
SBNO2	22904	strawberry notch homolog 2	human	SBNO2	TIS up	1.014737	0.0000005939771	
MFAP5	8076	microfibril associated protein 5	human	MFAP5	TIS up	1.01471	0.0002853523	
VGLL3	389136	vestigial like family member 3	human	VGLL3	TIS up	1.01393	0.002335426	
HNRNPA1	3178	heterogeneous nuclear ribonucleoprotein A1	human	HNRNPA1	TIS down	-1.013877	0.00000000001470229	
POLD1	5424	DNA polymerase delta 1, catalytic subunit	human	POLD1	TIS down	-1.013792	0.00000006698305	
PRADC1	84279	protease associated domain containing 1	human	PRADC1	TIS down	-1.013506	0.0000000001786949	
TIMELESS	8914	timeless circadian regulator	human	TIMELESS	TIS down	-1.013456	0.000001013321	
TBC1D9	23158	TBC1 domain family member 9	human	TBC1D9	TIS up	1.012331	0.000001875553	
NEMP2	100131211	nuclear envelope integral membrane protein 2	human	NEMP2	TIS down	-1.011299	0.00000188194	
AP1S2	8905	adaptor related protein complex 1 sigma 2 subunit	human	AP1S2	TIS up	1.011285	0.00003382304	
PLEK	5341	pleckstrin	human	PLEK	TIS up	1.00951	0.0005100808	
IL18	3606	interleukin 18	human	IL18	TIS up	1.009455	0.003597864	
HAUS5	23354	HAUS augmin like complex subunit 5	human	HAUS5	TIS down	-1.009416	0.0000004700499	
GBA	2629	glucosylceramidase beta	human	GBA	TIS up	1.008577	0.000000111767	
SYDE2	84144	synapse defective Rho GTPase homolog 2	human	SYDE2	TIS down	-1.005907	0.00005661623	
P2RX7	5027	purinergic receptor P2X 7	human	P2RX7	TIS up	1.004634	0.0000008972247	
USP1	7398	ubiquitin specific peptidase 1	human	USP1	TIS down	-1.002941	0.0000000009840253	
NRARP	441478	NOTCH regulated ankyrin repeat protein	human	NRARP	TIS down	-1.002077	0.0000004874926	
SLC41A2	84102	solute carrier family 41 member 2	human	SLC41A2	TIS up	1.001676	0.001066138	
LSM5	23658	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	human	LSM5	TIS down	-1.001076	0.00000000001470229	
DCTPP1	79077	dCTP pyrophosphatase 1	human	DCTPP1	TIS down	-1.000918	0.000000002050739	
