	Symbol	Entrez	Description	Signature	SignatureID	Name	Ensembl	Genbank	Unigene	MetaSignature	Key	References	PubmedID	SelectionCriteria	Organism	HugoSymbol	Source	Database	taxid	ProbeID	logFC	P.Value	adj.P.Val	AveExpr	t	HomoloGeneRelease	ID	Function	EnsemblID	UnigeneID	GenbankID	Notes	NamePaper	FoldChange
1591661	KIF11	3832	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	kinesin family member 11				senescent down v.s. non-senescent	custom				human	KIF11	custom	Custom	9606	1452314_at	-2.102334	2.051533e-10	2.051533e-10	 7.499209	 -9.703484	68	1452314_at							
1591662	AURKB	9212	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	aurora kinase B				senescent down v.s. non-senescent	custom				human	AURKB	custom	Custom	9606	1424128_x_at	-2.093298	6.393613e-11	6.393613e-11	 8.342359	-10.208498	68	1424128_x_at							
1591663	PRNP	5621	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	prion protein				senescent up v.s. non-senescent	custom				human	PRNP	custom	Custom	9606	1448233_at	2.084462	0.0004004913	0.0004004913	 6.330516	  4.486972	68	1448233_at							
1591664	CCL13	6357	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	C-C motif chemokine ligand 13				senescent up v.s. non-senescent	custom				human	CCL13	custom	Custom	9606	1420380_at	2.082268	0.0003527052	0.0003527052	 7.298461	  4.533917	68	1420380_at							
1591665	FPR1	2357	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	formyl peptide receptor 1				senescent up v.s. non-senescent	custom				human	FPR1	custom	Custom	9606	1450808_at	2.076831	0.0006486039	0.0006486039	 6.090102	  4.306361	68	1450808_at							
1591666	SERPINH1	871	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	serpin family H member 1				senescent up v.s. non-senescent	custom				human	SERPINH1	custom	Custom	9606	1450843_a_at	2.063537	1.803489e-05	1.803489e-05	 4.737285	  5.585912	68	1450843_a_at							
1591667	EMP1	2012	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	epithelial membrane protein 1				senescent up v.s. non-senescent	custom				human	EMP1	custom	Custom	9606	1416529_at	2.06095	0.001995995	0.001995995	 6.171114	  3.875944	68	1416529_at							
1591668	CFP	5199	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	complement factor properdin				senescent up v.s. non-senescent	custom				human	CFP	custom	Custom	9606	1452279_at	2.059685	2.79356e-05	2.79356e-05	 8.750586	  5.437814	68	1452279_at							
1591669	CENPP	401541	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	centromere protein P				senescent down v.s. non-senescent	custom				human	CENPP	custom	Custom	9606	1429095_at	-2.059559	5.561103e-12	5.561103e-12	 6.554589	-11.548115	68	1429095_at							
1591670	CCNB2	9133	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	cyclin B2				senescent down v.s. non-senescent	custom				human	CCNB2	custom	Custom	9606	1450920_at	-2.051219	2.005504e-10	2.005504e-10	 8.891779	 -9.714407	68	1450920_at							
1591671	PLIN2	123	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	perilipin 2				senescent up v.s. non-senescent	custom				human	PLIN2	custom	Custom	9606	1448318_at	2.043801	1.570458e-05	1.570458e-05	 9.485464	  5.638556	68	1448318_at							
1591672	FGF7	2252	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	fibroblast growth factor 7				senescent up v.s. non-senescent	custom				human	FGF7	custom	Custom	9606	1438405_at	2.031331	7.689269e-05	7.689269e-05	 4.268581	  5.080208	68	1438405_at							
1591673	COL1A2	1278	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	collagen type I alpha 2 chain				senescent up v.s. non-senescent	custom				human	COL1A2	custom	Custom	9606	1450857_a_at	2.028365	0.001203794	0.001203794	 6.621663	  4.070153	68	1450857_a_at							
1591674	AXL	558	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	AXL receptor tyrosine kinase				senescent up v.s. non-senescent	custom				human	AXL	custom	Custom	9606	1423586_at	2.02805	9.874584e-06	9.874584e-06	 4.497675	  5.797554	68	1423586_at							
1591675	VASN	114990	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	vasorin				senescent up v.s. non-senescent	custom				human	VASN	custom	Custom	9606	1455812_x_at	2.023164	9.647377e-05	9.647377e-05	 5.135593	  5.001829	68	1455812_x_at							
1591676	LPL	4023	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	lipoprotein lipase				senescent up v.s. non-senescent	custom				human	LPL	custom	Custom	9606	1415904_at	2.00903	0.007405055	0.007405055	 7.870083	  3.348219	68	1415904_at							
1591677	TIMP2	7077	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	TIMP metallopeptidase inhibitor 2				senescent up v.s. non-senescent	custom				human	TIMP2	custom	Custom	9606	1460287_at	2.000501	0.0001075953	0.0001075953	 7.279043	  4.963007	68	1460287_at							
1591678	FBLN2	2199	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	fibulin 2				senescent up v.s. non-senescent	custom				human	FBLN2	custom	Custom	9606	1423407_a_at	1.997803	8.36985e-05	8.36985e-05	 5.401540	  5.051587	68	1423407_a_at							
1591679	AK1	203	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	adenylate kinase 1				senescent up v.s. non-senescent	custom				human	AK1	custom	Custom	9606	1422184_a_at	1.996726	1.135699e-07	1.135699e-07	 6.047806	  7.318719	68	1422184_a_at							
1591680	RPL39L	116832	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	ribosomal protein L39 like				senescent up v.s. non-senescent	custom				human	RPL39L	custom	Custom	9606	1423327_at	1.987272	0.0001982421	0.0001982421	 6.346161	  4.747037		1423327_at							
1591681	IL1RN	3557	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	interleukin 1 receptor antagonist				senescent up v.s. non-senescent	custom				human	IL1RN	custom	Custom	9606	1451798_at	1.987031	0.003859551	0.003859551	 6.689917	  3.615694	68	1451798_at							
1591682	PCOLCE	5118	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	procollagen C-endopeptidase enhancer				senescent up v.s. non-senescent	custom				human	PCOLCE	custom	Custom	9606	1437165_a_at	1.986316	0.0001907414	0.0001907414	 4.932070	  4.761751	68	1437165_a_at							
1591683	DEPDC1	55635	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	DEP domain containing 1				senescent down v.s. non-senescent	custom				human	DEPDC1	custom	Custom	9606	1424292_at	-1.976631	3.32195e-09	3.32195e-09	 6.323639	 -8.577234	68	1424292_at							
1591684	PBK	55872	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	PDZ binding kinase				senescent down v.s. non-senescent	custom				human	PBK	custom	Custom	9606	1448627_s_at	-1.969439	1.184746e-09	1.184746e-09	 9.028614	 -8.952239	68	1448627_s_at							
1591685	SHCBP1	79801	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	SHC binding and spindle associated 1				senescent down v.s. non-senescent	custom				human	SHCBP1	custom	Custom	9606	1416299_at	-1.965474	4.57361e-10	4.57361e-10	 8.130416	 -9.359648	68	1416299_at							
1591686	MKI67	4288	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	marker of proliferation Ki-67				senescent down v.s. non-senescent	custom				human	MKI67	custom	Custom	9606	1426817_at	-1.954775	6.665433e-10	6.665433e-10	 9.965249	 -9.208354	68	1426817_at							
1591687	SKA1	220134	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	spindle and kinetochore associated complex subunit 1				senescent down v.s. non-senescent	custom				human	SKA1	custom	Custom	9606	1450496_a_at	-1.950171	4.740455e-10	4.740455e-10	 6.818596	 -9.343424	68	1450496_a_at							
1591688	NUF2	83540	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	NUF2, NDC80 kinetochore complex component				senescent down v.s. non-senescent	custom				human	NUF2	custom	Custom	9606	1430811_a_at	-1.937274	7.957854e-10	7.957854e-10	 7.477162	 -9.129511	68	1430811_a_at							
1591689	CCL7	6354	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	C-C motif chemokine ligand 7				senescent up v.s. non-senescent	custom				human	CCL7	custom	Custom	9606	1421228_at	1.936549	0.0003813689	0.0003813689	 5.019103	  4.505357		1421228_at							
1591690	TNFAIP2	7127	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	TNF alpha induced protein 2				senescent up v.s. non-senescent	custom				human	TNFAIP2	custom	Custom	9606	1438855_x_at	1.936488	0.002011242	0.002011242	 6.464491	  3.873223	68	1438855_x_at							
1591691	SPARC	6678	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	secreted protein acidic and cysteine rich				senescent up v.s. non-senescent	custom				human	SPARC	custom	Custom	9606	1448392_at	1.934996	0.0001170912	0.0001170912	 4.646886	  4.933087	68	1448392_at							
1591692	ESCO2	157570	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	establishment of sister chromatid cohesion N-acetyltransferase 2				senescent down v.s. non-senescent	custom				human	ESCO2	custom	Custom	9606	1428304_at	-1.9312	4.456533e-08	4.456533e-08	 7.571425	 -7.638761	68	1428304_at							
1591693	IL1B	3553	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	interleukin 1 beta				senescent up v.s. non-senescent	custom				human	IL1B	custom	Custom	9606	1449399_a_at	1.924753	0.0003089441	0.0003089441	 7.962645	  4.584970	68	1449399_a_at							
1591694	LMNB1	4001	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	lamin B1				senescent down v.s. non-senescent	custom				human	LMNB1	custom	Custom	9606	1423520_at	-1.903047	1.650083e-11	1.650083e-11	 7.220479	-10.783837	68	1423520_at							
1591695	CRYAB	1410	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	crystallin alpha B				senescent up v.s. non-senescent	custom				human	CRYAB	custom	Custom	9606	1434369_a_at	1.900734	0.0004713583	0.0004713583	 5.085597	  4.426860	68	1434369_a_at							
1591696	CAV1	857	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	caveolin 1				senescent up v.s. non-senescent	custom				human	CAV1	custom	Custom	9606	1449145_a_at	1.897837	0.0005778543	0.0005778543	 6.280992	  4.349615	68	1449145_a_at							
1591697	PRKG2	5593	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	protein kinase, cGMP-dependent, type II				senescent up v.s. non-senescent	custom				human	PRKG2	custom	Custom	9606	1435162_at	1.897746	0.0001974521	0.0001974521	 3.553872	  4.749373	68	1435162_at							
1591698	OSMR	9180	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	oncostatin M receptor				senescent up v.s. non-senescent	custom				human	OSMR	custom	Custom	9606	1418674_at	1.893873	5.51561e-05	5.51561e-05	 3.653471	  5.196187	68	1418674_at							
1591699	CEP55	55165	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	centrosomal protein 55				senescent down v.s. non-senescent	custom				human	CEP55	custom	Custom	9606	1453683_a_at	-1.878046	6.223672e-06	6.223672e-06	 5.474504	 -5.956795	68	1453683_a_at							
1591700	CD36	948	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	CD36 molecule				senescent up v.s. non-senescent	custom				human	CD36	custom	Custom	9606	1450884_at	1.855703	1.277396e-05	1.277396e-05	 5.327557	  5.710033	68	1450884_at							
1591701	TIMP1	7076	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	TIMP metallopeptidase inhibitor 1				senescent up v.s. non-senescent	custom				human	TIMP1	custom	Custom	9606	1460227_at	1.851726	0.0002853523	0.0002853523	 5.769092	  4.616159	68	1460227_at							
1591702	IFITM3	10410	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	interferon induced transmembrane protein 3				senescent up v.s. non-senescent	custom				human	IFITM3	custom	Custom	9606	1423754_at	1.8481	0.001070778	0.001070778	 7.949581	  4.116252	68	1423754_at							
1591703	RTP4	64108	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	receptor transporter protein 4				senescent up v.s. non-senescent	custom				human	RTP4	custom	Custom	9606	1418580_at	1.847614	0.002644966	0.002644966	 6.328452	  3.766329	68	1418580_at							
1591704	POLA1	5422	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	DNA polymerase alpha 1, catalytic subunit				senescent down v.s. non-senescent	custom				human	POLA1	custom	Custom	9606	1419397_at	-1.846575	1.678893e-11	1.678893e-11	 7.684287	-10.767621	68	1419397_at							
1591705	NUSAP1	51203	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	nucleolar and spindle associated protein 1				senescent down v.s. non-senescent	custom				human	NUSAP1	custom	Custom	9606	1416309_at	-1.843965	1.258516e-08	1.258516e-08	 8.977845	 -8.085720	68	1416309_at							
1591706	BUB1B	701	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	BUB1 mitotic checkpoint serine/threonine kinase B				senescent down v.s. non-senescent	custom				human	BUB1B	custom	Custom	9606	1416961_at	-1.839418	1.445594e-11	1.445594e-11	 8.802390	-10.913585	68	1416961_at							
1591707	ANXA8L1	728113	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	annexin A8 like 1				senescent up v.s. non-senescent	custom				human	ANXA8L1	custom	Custom	9606	1417732_at	1.838299	1.533366e-05	1.533366e-05	 5.300681	  5.646340	68	1417732_at							
1591708	ANXA8	653145	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	annexin A8				senescent up v.s. non-senescent	custom				human	ANXA8	custom	Custom	9606	1417732_at	1.838299	1.533366e-05	1.533366e-05	5.300681	5.64634	68	1417732_at							
1591709	KIF18A	81930	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	kinesin family member 18A				senescent down v.s. non-senescent	custom				human	KIF18A	custom	Custom	9606	1424107_at	-1.835586	3.605103e-11	3.605103e-11	 6.646465	-10.436852	68	1424107_at							
1591710	BUB1	699	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	BUB1 mitotic checkpoint serine/threonine kinase				senescent down v.s. non-senescent	custom				human	BUB1	custom	Custom	9606	1438571_at	-1.829132	5.989336e-08	5.989336e-08	 5.266428	 -7.536928	68	1438571_at							
1591711	ADGRE1	2015	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	adhesion G protein-coupled receptor E1				senescent up v.s. non-senescent	custom				human	ADGRE1	custom	Custom	9606	1451161_a_at	1.828515	0.005334306	0.005334306	 6.994668	  3.484326		1451161_a_at							
1591712	PLA2G7	7941	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	phospholipase A2 group VII				senescent up v.s. non-senescent	custom				human	PLA2G7	custom	Custom	9606	1430700_a_at	1.827775	0.00213016	0.00213016	 6.198566	  3.851613	68	1430700_a_at							
1591713	PLS3	5358	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	plastin 3				senescent up v.s. non-senescent	custom				human	PLS3	custom	Custom	9606	1423725_at	1.827624	0.0001849765	0.0001849765	 4.209241	  4.772958	68	1423725_at							
1591714	CRIP1	1396	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	cysteine rich protein 1				senescent down v.s. non-senescent	custom				human	CRIP1	custom	Custom	9606	1416326_at	-1.825884	1.305219e-05	1.305219e-05	 8.919482	 -5.702391	68	1416326_at							
1591715	EPHX1	2052	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	epoxide hydrolase 1				senescent up v.s. non-senescent	custom				human	EPHX1	custom	Custom	9606	1422438_at	1.823343	6.755142e-06	6.755142e-06	 8.607900	  5.931433	68	1422438_at							
1591716	MIS18BP1	55320	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	MIS18 binding protein 1				senescent down v.s. non-senescent	custom				human	MIS18BP1	custom	Custom	9606	1458374_at	-1.817583	4.424531e-11	4.424531e-11	 7.817743	-10.365254	68	1458374_at							
1591717	UBE2C	11065	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	ubiquitin conjugating enzyme E2 C				senescent down v.s. non-senescent	custom				human	UBE2C	custom	Custom	9606	1452954_at	-1.817248	4.366073e-10	4.366073e-10	10.355975	 -9.393116	68	1452954_at							
1591718	FSCN1	6624	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	fascin actin-bundling protein 1				senescent up v.s. non-senescent	custom				human	FSCN1	custom	Custom	9606	1416514_a_at	1.811201	0.00304036	0.00304036	 5.803127	  3.710827	68	1416514_a_at							
1591719	CAVIN2	8436	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	caveolae associated protein 2				senescent up v.s. non-senescent	custom				human	CAVIN2	custom	Custom	9606	1416779_at	1.805605	0.0004836393	0.0004836393	 3.700799	  4.417429		1416779_at							
1591720	MPEG1	219972	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	macrophage expressed 1				senescent up v.s. non-senescent	custom				human	MPEG1	custom	Custom	9606	1427076_at	1.804331	8.039368e-05	8.039368e-05	 9.400967	  5.065105	68	1427076_at							
1591721	TTK	7272	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	TTK protein kinase				senescent down v.s. non-senescent	custom				human	TTK	custom	Custom	9606	1449171_at	-1.800441	2.741128e-09	2.741128e-09	 7.160494	 -8.646783	68	1449171_at							
1591722	ARMCX2	9823	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	armadillo repeat containing, X-linked 2				senescent up v.s. non-senescent	custom				human	ARMCX2	custom	Custom	9606	1456739_x_at	1.799982	0.001099287	0.001099287	 4.166297	  4.105118	68	1456739_x_at							
1591723	DCN	1634	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	decorin				senescent up v.s. non-senescent	custom				human	DCN	custom	Custom	9606	1449368_at	1.797707	0.002847422	0.002847422	 6.072830	  3.736153	68	1449368_at							
1591724	SLC25A24	29957	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	solute carrier family 25 member 24				senescent up v.s. non-senescent	custom				human	SLC25A24	custom	Custom	9606	1452717_at	1.797438	0.0006578262	0.0006578262	 4.276331	  4.301098	68	1452717_at							
1591725	COL1A1	1277	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	collagen type I alpha 1 chain				senescent up v.s. non-senescent	custom				human	COL1A1	custom	Custom	9606	1423669_at	1.794863	3.451337e-05	3.451337e-05	 4.707348	  5.362719	68	1423669_at							
1591726	NCAPD2	9918	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	non-SMC condensin I complex subunit D2				senescent down v.s. non-senescent	custom				human	NCAPD2	custom	Custom	9606	1423847_at	-1.794377	4.740455e-10	4.740455e-10	 8.502553	 -9.341673	68	1423847_at							
1591727	RAI14	26064	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	retinoic acid induced 14				senescent up v.s. non-senescent	custom				human	RAI14	custom	Custom	9606	1417400_at	1.791798	0.0009240317	0.0009240317	 5.808348	  4.172205	68	1417400_at							
1591728	FYB1	2533	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	FYN binding protein 1				senescent up v.s. non-senescent	custom				human	FYB1	custom	Custom	9606	1452117_a_at	1.790332	0.005092199	0.005092199	 8.445006	  3.503994	68	1452117_a_at							
1591729	NRN1	51299	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	neuritin 1				senescent up v.s. non-senescent	custom				human	NRN1	custom	Custom	9606	1428393_at	1.785894	2.427891e-05	2.427891e-05	 5.102995	  5.485961	68	1428393_at							
1591730	CCNA2	890	senescent down v.s. non-senescent Signature	TIS down	senescent down v.s. non-senescent	cyclin A2				senescent down v.s. non-senescent	custom				human	CCNA2	custom	Custom	9606	1417911_at	-1.780007	1.310983e-10	1.310983e-10	 9.337953	 -9.917347	68	1417911_at							
1591731	CCR1	1230	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	C-C motif chemokine receptor 1				senescent up v.s. non-senescent	custom				human	CCR1	custom	Custom	9606	1419609_at	1.779745	0.0008630182	0.0008630182	 7.079399	  4.198737	68	1419609_at							
1591732	USP18	11274	senescent up v.s. non-senescent Signature	TIS up	senescent up v.s. non-senescent	ubiquitin specific peptidase 18				senescent up v.s. non-senescent	custom				human	USP18	custom	Custom	9606	1418191_at	1.776749	0.002662742	0.002662742	 5.726245	  3.763887	68	1418191_at							
